id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1462570786598891523,1462557391959076866,2021-11-22 06:57:03 SE Asia Standard Time,2021-11-22,06:57:03,+0700,1374165054862602242,adamczakalfred,Alfred Adamczak,,@BlogByMike 💚 Du bist nicht alleine 💚 #EndTheStigma #DuBistNichtAllein #BrichDeinSchweigen #Depression #RausAusDerDepression #PsychischKrank #PsychischeErkrankung #GibDepressionenEinGesicht #PTBS #KampagneGibDepressionenEinGesicht 💚  https://t.co/aqwgQLOD1z,de,[],[],['https://pbs.twimg.com/media/FEwYYIDXoAQ8i-L.jpg'],0,0,0,"['endthestigma', 'dubistnichtallein', 'brichdeinschweigen', 'depression', 'rausausderdepression', 'psychischkrank', 'psychischeerkrankung', 'gibdepressioneneingesicht', 'ptbs', 'kampagnegibdepressioneneingesicht']",[],https://twitter.com/AdamczakAlfred/status/1462570786598891523,False,,1,https://pbs.twimg.com/media/FEwYYIDXoAQ8i-L.jpg,,,,,,,"[{'screen_name': 'BlogByMike', 'name': '💚 GIB DEPRESSIONEN EIN GESICHT 💚', 'id': '1153995212097761281'}]",,,,
1462570773135048711,1462570773135048711,2021-11-22 06:57:00 SE Asia Standard Time,2021-11-22,06:57:00,+0700,27987687,pinknews,PinkNews,,"Ladyhawke on overcoming 'disgusting' homophobia, Catholic guilt and postnatal depression  https://t.co/30anVqf8lw",en,[],['https://www.pinknews.co.uk/2021/11/19/ladyhawke-time-flies-interview/'],[],0,0,16,[],[],https://twitter.com/PinkNews/status/1462570773135048711,False,,0,,,,,,,,[],,,,
1462570764528402438,1462570764528402438,2021-11-22 06:56:58 SE Asia Standard Time,2021-11-22,06:56:58,+0700,55166493,ayyoochris_,CJ⚡️,,People don’t fake depression. They fake being okay…,en,[],[],[],0,0,0,[],[],https://twitter.com/AyYooChris_/status/1462570764528402438,False,,0,,,,,,,,[],,,,
1462570733641428994,1462569780620103680,2021-11-22 06:56:50 SE Asia Standard Time,2021-11-22,06:56:50,+0700,356064340,benmullingsphd,Ben Mullings,,"@lesposen @AaronFrostPhD @JocelynBrewer I notice the person who posted it hasn't supplied their data source... and the table is pretty vague. Hard to know what they measured, who their sample was, and any inferences made along the way to reaching the claim 'had major depression'.",en,[],[],[],0,0,0,[],[],https://twitter.com/BenMullingsPhD/status/1462570733641428994,False,,0,,,,,,,,"[{'screen_name': 'lesposen', 'name': 'lesposen', 'id': '9360352'}, {'screen_name': 'AaronFrostPhD', 'name': 'Aaron Frost #astrazeneca vaccinated and 5G ready', 'id': '537171606'}, {'screen_name': 'JocelynBrewer', 'name': 'Jocelyn Brewer', 'id': '14685354'}]",,,,
1462570729992593413,1462541581450297346,2021-11-22 06:56:49 SE Asia Standard Time,2021-11-22,06:56:49,+0700,767239665925492737,lolcantdrive,yip yip,,@SchmegeI cue seasonal depression! also i’ve never experienced real winter or snow either! lol!,en,[],[],[],0,0,1,[],[],https://twitter.com/lolcantdrive/status/1462570729992593413,False,,0,,,,,,,,"[{'screen_name': 'SchmegeI', 'name': 'Mike', 'id': '3129880902'}]",,,,
1462570718357458949,1462570718357458949,2021-11-22 06:56:47 SE Asia Standard Time,2021-11-22,06:56:47,+0700,1244471802903977985,gregisbestboy,astrid ♡,,"the depression is kicking in 😵‍💫😵‍💫 i have been doing hw and twt for like, only 3 hours and this is what i get",en,[],[],[],0,0,0,[],[],https://twitter.com/gregisbestboy/status/1462570718357458949,False,,0,,,,,,,,[],,,,
1462570683234463745,1462570683234463745,2021-11-22 06:56:38 SE Asia Standard Time,2021-11-22,06:56:38,+0700,849466197154332672,liketheseed,кaru (derogatory) 🌳,,fascism is winning in Chile. i'm going to draw furries now so i won't fall in the depression pit; any cute or funny images are welcome :-),en,[],[],[],0,0,0,[],[],https://twitter.com/likeTheSeed/status/1462570683234463745,False,,0,,,,,,,,[],,,,
1462570674086629382,1462535579133005839,2021-11-22 06:56:36 SE Asia Standard Time,2021-11-22,06:56:36,+0700,1374165054862602242,adamczakalfred,Alfred Adamczak,,@BlogByMike 💚 Du bist nicht alleine 💚 #EndTheStigma #DuBistNichtAllein #BrichDeinSchweigen #Depression #RausAusDerDepression #PsychischKrank #PsychischeErkrankung #GibDepressionenEinGesicht #PTBS #KampagneGibDepressionenEinGesicht 💚  https://t.co/TFY6bhJdbt,de,[],[],['https://pbs.twimg.com/media/FEwYRmRXsA0nPJz.jpg'],0,0,1,"['endthestigma', 'dubistnichtallein', 'brichdeinschweigen', 'depression', 'rausausderdepression', 'psychischkrank', 'psychischeerkrankung', 'gibdepressioneneingesicht', 'ptbs', 'kampagnegibdepressioneneingesicht']",[],https://twitter.com/AdamczakAlfred/status/1462570674086629382,False,,1,https://pbs.twimg.com/media/FEwYRmRXsA0nPJz.jpg,,,,,,,"[{'screen_name': 'BlogByMike', 'name': '💚 GIB DEPRESSIONEN EIN GESICHT 💚', 'id': '1153995212097761281'}]",,,,
1462570662917287945,1462570662917287945,2021-11-22 06:56:33 SE Asia Standard Time,2021-11-22,06:56:33,+0700,804500019567095808,krownedkueen,KeyMoMo,,"…or she might be going through a form of depression 🤷🏽‍♀️ ask her is she ok, goofy.",en,[],[],[],0,0,0,[],[],https://twitter.com/KrownedKueen/status/1462570662917287945,False,https://twitter.com/zaywrid/status/1462173380292096002,0,,,,,,,,[],,,,
1462570559116652547,1462570559116652547,2021-11-22 06:56:09 SE Asia Standard Time,2021-11-22,06:56:09,+0700,1151284627308470272,k__weest,.🩹,,Pourquoi ça a fait monter Seth Gueko là ? Vous voulez qu’on tombe en dépression ?,fr,[],[],[],1,0,2,[],[],https://twitter.com/k__weest/status/1462570559116652547,False,,0,,,,,,,,[],,,,
1462570554922348547,1462459285619810307,2021-11-22 06:56:08 SE Asia Standard Time,2021-11-22,06:56:08,+0700,32273909,scruffage,Canidae🆘,,"@stevemiller999 @RexChapman @CNN I adore Dick Cavett in so many ways. What an elegant man. He spoke about the scourge of depression at a seminar at Johns Hopkins once, where I was lucky enough to hear him. A great human being.",en,[],[],[],0,0,0,[],[],https://twitter.com/scruffage/status/1462570554922348547,False,,0,,,,,,,,"[{'screen_name': 'stevemiller999', 'name': 'Dr. Emil Schaffhausen', 'id': '148128790'}, {'screen_name': 'RexChapman', 'name': 'Rex Chapman🏇🏼', 'id': '324703658'}, {'screen_name': 'CNN', 'name': 'CNN', 'id': '759251'}]",,,,
1462570533044862982,1462570379071918084,2021-11-22 06:56:02 SE Asia Standard Time,2021-11-22,06:56:02,+0700,1377734825239515141,p1nkyn0ir,"(v)c-icka 🌧's chai, lana, trixx & pooka",,@mxrisdiary dilf depression arc,en,[],[],[],0,0,0,[],[],https://twitter.com/p1nkyn0ir/status/1462570533044862982,False,,0,,,,,,,,"[{'screen_name': 'mxrisdiary', 'name': 'kiki ♡’s luka', 'id': '1431891812210380809'}]",,,,
1462570531828514818,1462570531828514818,2021-11-22 06:56:02 SE Asia Standard Time,2021-11-22,06:56:02,+0700,780039581009838080,spri_positif,𝙻'𝙰𝚏𝚛𝚘_𝚂𝚘𝚟𝚒é𝚝𝚒𝚚𝚞𝚎,,"3 ans d'angoisse, de stresse et de dépression 😭🤧",fr,[],[],[],0,0,0,[],[],https://twitter.com/Spri_Positif/status/1462570531828514818,False,https://twitter.com/toouns9/status/1462449735193792520,0,,,,,,,,[],,,,
1462570528019865603,1462569537119809536,2021-11-22 06:56:01 SE Asia Standard Time,2021-11-22,06:56:01,+0700,314424791,inaexploradora,Ina,,"One friend said, GUTOM LANG YAN. Salamat talaga. Siguro nga depression counts as gutom lang yan.",tl,[],[],[],0,0,0,[],[],https://twitter.com/inaexploradora/status/1462570528019865603,False,,0,,,,,,,,[],,,,
1462570488077553670,1462570488077553670,2021-11-22 06:55:52 SE Asia Standard Time,2021-11-22,06:55:52,+0700,869645585028071425,izzy_nanson,Izz,,Depression is really just so fucking exhausting. I really wish I just had someone who loved me enough to take care of me at this point,en,[],[],[],0,0,4,[],[],https://twitter.com/izzy_nanson/status/1462570488077553670,False,,0,,,,,,,,[],,,,
1462570475167662085,1462570475167662085,2021-11-22 06:55:49 SE Asia Standard Time,2021-11-22,06:55:49,+0700,1440076060666720263,angeldust69420,cp,,Is making four depression meals at once considered meal prep,en,[],[],[],0,0,1,[],[],https://twitter.com/angeldust69420/status/1462570475167662085,False,,0,,,,,,,,[],,,,
1462570471787016195,1462566587047636996,2021-11-22 06:55:48 SE Asia Standard Time,2021-11-22,06:55:48,+0700,898705380003401729,08bitotter,8 Bit Otter,,@cactusgrlx Do you have people you can reach out and talk to? A sun light or Vit D supplement can help with seasonal depression and the sun setting so much earlier. I hope things get better for you,en,[],[],[],0,0,0,[],[],https://twitter.com/08BitOtter/status/1462570471787016195,False,,0,,,,,,,,"[{'screen_name': 'cactusgrlx', 'name': 'Celestia ✨🌌\U0001fab2', 'id': '1189819905723392000'}]",,,,
1462570443576168448,1462569705168904194,2021-11-22 06:55:41 SE Asia Standard Time,2021-11-22,06:55:41,+0700,1373597942335082498,kayleig39666329,Kayleigh Morgan-Hughes,,"@BebeRexha Depression is a bitch, but I'm trying to sell mine on eBay or Amazon. Lmfao!",en,[],[],[],0,0,0,[],[],https://twitter.com/Kayleig39666329/status/1462570443576168448,False,,0,,,,,,,,"[{'screen_name': 'BebeRexha', 'name': 'Bebe Rexha', 'id': '27131277'}]",,,,
1462570433501405184,1462570433501405184,2021-11-22 06:55:39 SE Asia Standard Time,2021-11-22,06:55:39,+0700,1402754796352950273,monechibi,•moe⁷ ♡'s AOTY BANGTAN•,,orange hair yoongi just save my life. depression cured,en,[],[],[],0,4,4,[],[],https://twitter.com/monechibi/status/1462570433501405184,False,,0,,,,,,,,[],,,,
1462570389079572481,1462570389079572481,2021-11-22 06:55:28 SE Asia Standard Time,2021-11-22,06:55:28,+0700,39111173,dilsdilemmas,dil,,I’ll never get over having to push my depression and anxiety to the side and show face at events and it still not being enough for people. No amount of pills/counselling would have helped me more than just saying No,en,[],[],[],1,0,4,[],[],https://twitter.com/dilsdilemmas/status/1462570389079572481,False,,0,,,,,,,,[],,,,
1462570386038661123,1462570386038661123,2021-11-22 06:55:27 SE Asia Standard Time,2021-11-22,06:55:27,+0700,1097849232864751616,raganadams123,RaeAdams123,,Another sleepless night #covid #depression sucks,en,[],[],[],0,1,0,"['covid', 'depression']",[],https://twitter.com/raganadams123/status/1462570386038661123,False,,0,,,,,,,,[],,,,
1462570385522765829,1462570385522765829,2021-11-22 06:55:27 SE Asia Standard Time,2021-11-22,06:55:27,+0700,318921399,midooabdelhamed,ميدو مانشيستر,,Arcane gives severe depression i swear,en,[],[],[],0,0,0,[],[],https://twitter.com/Midooabdelhamed/status/1462570385522765829,False,,0,,,,,,,,[],,,,
1462570384620933121,1462570384620933121,2021-11-22 06:55:27 SE Asia Standard Time,2021-11-22,06:55:27,+0700,1405234540864548864,nomvulawemvula,Isdudla❤️😍,,Thank you for tweeting this.I am sure have helped so many women who were at the verge of post partum depression realise that this is completely normal and its OK to feel like this.Does not mean you love your child any less.Thank you❤️,en,[],[],[],0,0,0,[],[],https://twitter.com/NomvulaWemvula/status/1462570384620933121,False,https://twitter.com/NalediYona/status/1462056118050566151,0,,,,,,,,[],,,,
1462570384348172289,1462239381398294534,2021-11-22 06:55:27 SE Asia Standard Time,2021-11-22,06:55:27,+0700,1226063571341078528,praanjili,PraanJiLi,,"@mittyfx @Airthebear1 @m1x0y @mirzatheG @prollyxie exactly why your a sadist. Other people's depression makes you happy, such a freak",en,[],[],[],0,0,0,[],[],https://twitter.com/PraanJiLi/status/1462570384348172289,False,,0,,,,,,,,"[{'screen_name': 'mittyfx', 'name': 'asianmitty', 'id': '1412604616189964291'}, {'screen_name': 'Airthebear1', 'name': 'air iwnl', 'id': '1352940370812833792'}, {'screen_name': 'm1x0y', 'name': 'm1x0 🇵🇭', 'id': '1140906861912178689'}, {'screen_name': 'mirzatheG', 'name': 'mirza', 'id': '1403167047127748612'}, {'screen_name': 'prollyxie', 'name': 'HVN xie ✰ (on a break)', 'id': '1408634909447495681'}]",,,,
1462570348365455366,1462570348365455366,2021-11-22 06:55:18 SE Asia Standard Time,2021-11-22,06:55:18,+0700,1406321270225092610,emilyluvsgnf,ℯ𝓂𝒾𝓁𝓎 ʕ•ᴥ•ʔ #1 gnf stan,,"// ranboo neg  all of his ""ranmail"" is just him justifying himself/his friends doing terrible things. he's always bitching about something like just go back to talking about ur depression 😒",en,[],[],[],5,1,6,[],[],https://twitter.com/emilyluvsgnf/status/1462570348365455366,False,,0,,,,,,,,[],,,,
1462570337871278085,1462570337871278085,2021-11-22 06:55:16 SE Asia Standard Time,2021-11-22,06:55:16,+0700,42445771,earlyholes,"clueless, on VHS",,What level of depression is captioning nudes with Everclear lyrics,en,[],[],[],0,0,3,[],[],https://twitter.com/earlyholes/status/1462570337871278085,False,,0,,,,,,,,[],,,,
1462570299111755777,1462569705168904194,2021-11-22 06:55:07 SE Asia Standard Time,2021-11-22,06:55:07,+0700,1009974160322248704,denizzrexha,deniz | BITE ME OUT NOW 🦋,,@BebeRexha If u release Heaven Sent my depression will be cured  🤩🙏🏻🙏🏻(and Posers pls) @BebeRexha,en,"[{'screen_name': 'beberexha', 'name': 'bebe rexha', 'id': '27131277'}]",[],[],0,0,0,[],[],https://twitter.com/denizzrexha/status/1462570299111755777,False,,0,,,,,,,,"[{'screen_name': 'BebeRexha', 'name': 'Bebe Rexha', 'id': '27131277'}]",,,,
1462570280677789700,1462570194665197576,2021-11-22 06:55:02 SE Asia Standard Time,2021-11-22,06:55:02,+0700,1439086830,biweles,le frank,,people with anxiety/depression can relate,en,[],[],[],0,0,0,[],[],https://twitter.com/biweles/status/1462570280677789700,False,,0,,,,,,,,[],,,,
1462570271962025988,1462570271962025988,2021-11-22 06:55:00 SE Asia Standard Time,2021-11-22,06:55:00,+0700,316700489,keynflo,KEY FLO,,Standing in a crowd and I still feel lonely. Being with loved ones and I still feel unloved. Trying to figure it out and still feeling lost. #depression,en,[],[],[],0,0,1,['depression'],[],https://twitter.com/KeyNFlo/status/1462570271962025988,False,,0,,,,,,,,[],,,,
1462570256309063680,1462570256309063680,2021-11-22 06:54:57 SE Asia Standard Time,2021-11-22,06:54:57,+0700,3162579156,jonajoestar,Jonathan Joestar,,"Until now, Jojo had been kept down by misery and depression, but...! LOVE!",en,[],[],[],0,0,0,[],[],https://twitter.com/jonajoestar/status/1462570256309063680,False,,0,,,,,,,,[],,,,
